"공장코드","제품코드","제품명","지시번호","설비코드","설비명","작업실코드","작업실명","공정코드","공정명","공정시작시간","공정종료시간","작업자","작업방법","설비가동시작시간","설비가동종료시간","설비최소가동시간","설비최대가동시간","충전투입일"
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","20분 교반",2026-05-18 11:35:00,2026-05-18 11:57:00,20,20,2026-05-19 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050294W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 11:17:00,2026-05-18 11:58:00,"LCCUser","5분 교반",2026-05-18 11:20:00,2026-05-18 11:25:43,5,5,2026-05-19 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050294W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 11:17:00,2026-05-18 11:58:00,"LCCUser","10분 교반",2026-05-18 11:25:58,2026-05-18 11:35:58,10,10,2026-05-19 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050294W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 11:17:00,2026-05-18 11:58:00,"LCCUser","20분 교반",2026-05-18 11:36:09,2026-05-18 11:56:09,20,20,2026-05-19 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050294W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 11:17:00,2026-05-18 11:58:00,"LCCUser","20분 교반",2026-05-18 11:36:09,2026-05-18 11:56:09,20,20,2026-05-22 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050294W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 11:17:00,2026-05-18 11:58:00,"LCCUser","10분 교반",2026-05-18 11:25:58,2026-05-18 11:35:58,10,10,2026-05-22 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050294W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 11:17:00,2026-05-18 11:58:00,"LCCUser","5분 교반",2026-05-18 11:20:00,2026-05-18 11:25:43,5,5,2026-05-22 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050295W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:15:00,2026-05-18 10:01:00,"LCCUser","20분 교반",2026-05-18 09:35:37,2026-05-18 09:55:37,20,20,2026-05-22 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050295W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:15:00,2026-05-18 10:01:00,"LCCUser","20분 교반",2026-05-18 09:15:00,2026-05-18 09:35:20,20,20,2026-05-22 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050295W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:15:00,2026-05-18 10:01:00,"LCCUser","20분 교반",2026-05-18 09:15:00,2026-05-18 09:35:20,20,20,2026-05-19 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050295W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:15:00,2026-05-18 10:01:00,"LCCUser","20분 교반",2026-05-18 09:35:37,2026-05-18 09:55:37,20,20,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","AQ10007","수상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 11:08:00,"LCCUser","20분 교반",2026-05-18 09:43:00,2026-05-18 11:08:00,20,20,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","GX12005","검믹서 7호","1-R004","유화 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 11:08:00,"LCCUser","30분 교반",2026-05-18 08:53:00,2026-05-18 09:43:00,30,30,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","OL11007","유상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 11:08:00,"LCCUser","40분 교반",2026-05-18 08:53:00,2026-05-18 09:43:00,40,40,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","OL11007","유상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 11:08:00,"LCCUser","60분 교반",2026-05-18 09:44:00,2026-05-18 11:08:00,60,60,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","AQ10007","수상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 11:08:00,"LCCUser","20분 교반",2026-05-18 08:52:00,2026-05-18 09:43:00,20,20,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:47:00,2026-05-18 11:26:00,"LCCUser","3분 교반",2026-05-18 11:22:49,2026-05-18 11:25:49,3,3,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:47:00,2026-05-18 11:26:00,"LCCUser","10분 교반",2026-05-18 11:07:46,2026-05-18 11:17:46,10,10,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:47:00,2026-05-18 11:26:00,"LCCUser","5분 교반",2026-05-18 10:14:19,2026-05-18 10:19:19,5,5,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:47:00,2026-05-18 11:26:00,"LCCUser","10분 교반",2026-05-18 10:02:47,2026-05-18 10:12:48,10,10,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050296W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:47:00,2026-05-18 11:26:00,"LCCUser","5분 교반",2026-05-18 09:53:00,2026-05-18 09:58:20,5,5,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","OL11007","유상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 13:33:00,2026-05-18 16:19:00,"LCCUser","60분 교반",2026-05-18 14:25:00,2026-05-18 16:19:00,60,60,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","OL11007","유상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 13:33:00,2026-05-18 16:19:00,"LCCUser","40분 교반",2026-05-18 13:34:00,2026-05-18 14:25:00,40,40,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","GX12005","검믹서 7호","1-R004","유화 배합실","C02","용해",2026-05-18 13:33:00,2026-05-18 16:19:00,"LCCUser","30분 교반",2026-05-18 13:34:00,2026-05-18 14:25:00,30,30,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","AQ10007","수상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 13:33:00,2026-05-18 16:19:00,"LCCUser","20분 교반",2026-05-18 13:56:00,2026-05-18 14:25:00,20,20,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","AQ10007","수상 용해조 7호","1-R004","유화 배합실","C02","용해",2026-05-18 13:33:00,2026-05-18 16:19:00,"LCCUser","20분 교반",2026-05-18 13:33:00,2026-05-18 13:56:00,20,20,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:27:00,2026-05-18 16:19:00,"LCCUser","10분 교반",2026-05-18 15:40:01,2026-05-18 15:50:01,10,10,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:27:00,2026-05-18 16:19:00,"LCCUser","5분 교반",2026-05-18 14:55:23,2026-05-18 15:00:23,5,5,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:27:00,2026-05-18 16:19:00,"LCCUser","10분 교반",2026-05-18 14:43:46,2026-05-18 14:53:46,10,10,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:27:00,2026-05-18 16:19:00,"LCCUser","5분 교반",2026-05-18 14:37:10,2026-05-18 14:42:10,5,5,2026-05-19 00:00:00
"1","BUV64851418","V알로에로션(보이드)","W26050298W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:27:00,2026-05-18 16:19:00,"LCCUser","3분 교반",2026-05-18 15:56:34,2026-05-18 15:59:35,3,3,2026-05-19 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","20분 교반",2026-05-18 10:50:33,2026-05-18 11:11:15,20,20,2026-05-20 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","5분 교반",2026-05-18 11:11:19,2026-05-18 11:23:36,5,5,2026-05-20 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","5분 교반",2026-05-18 10:44:03,2026-05-18 10:50:22,5,5,2026-05-20 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050301W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:45:00,2026-05-18 11:23:00,"LCCUser","20분 교반",2026-05-18 09:45:00,2026-05-18 10:43:58,20,20,2026-05-20 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","20분 교반",2026-05-18 13:49:00,2026-05-18 14:24:50,20,20,2026-05-22 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","20분 교반",2026-05-18 14:36:14,2026-05-18 14:57:17,20,20,2026-05-22 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","5분 교반",2026-05-18 14:57:21,2026-05-18 15:04:30,5,5,2026-05-22 00:00:00
"1","BMFL16","OX몽글비누(레몬,공용)","W26050303W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 13:49:00,2026-05-18 15:04:00,"LCCUser","5분 교반",2026-05-18 14:24:53,2026-05-18 14:36:10,5,5,2026-05-22 00:00:00
"1","BOCFHW16","UX거품비누","W26050305W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-18 09:29:00,2026-05-18 10:00:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-18 09:29:00,2026-05-18 10:00:00,30,30,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","10분 교반",2026-05-18 10:10:43,2026-05-18 10:21:50,10,10,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","10분 교반",2026-05-18 09:58:09,2026-05-18 10:10:38,10,10,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","5분 교반",2026-05-18 09:32:27,2026-05-18 09:58:03,5,5,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","20분 교반",2026-05-18 09:30:05,2026-05-18 09:32:07,20,20,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050305W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 09:29:00,2026-05-18 10:40:00,"LCCUser","15분 교반",2026-05-18 10:21:54,2026-05-18 10:39:37,15,15,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050306W10","WS13004","워시믹서 용해조","1-R004","유화 배합실","C02","용해",2026-05-18 14:13:00,2026-05-18 15:11:00,"LCCUser","30분  교반 (완전 용해 확인)",2026-05-18 14:13:00,2026-05-18 15:11:00,30,30,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","10분 교반",2026-05-18 14:57:59,2026-05-18 15:10:51,10,10,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","10분 교반",2026-05-18 14:45:38,2026-05-18 14:57:56,10,10,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","5분 교반",2026-05-18 14:38:19,2026-05-18 14:45:33,5,5,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","20분 교반",2026-05-18 14:17:00,2026-05-18 14:38:15,20,20,2026-05-19 00:00:00
"1","BOCFHW16","UX거품비누","W26050306W10","MX10002","워시믹서 2호","1-R004","유화 배합실","C03","M/M",2026-05-18 14:17:00,2026-05-18 15:28:00,"LCCUser","15분 교반",2026-05-18 15:10:55,2026-05-18 15:27:38,15,15,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050318W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-15 15:01:00,2026-05-15 16:13:00,"LCCUser","30분 용해",2026-05-15 15:43:00,2026-05-15 16:13:00,30,35,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050318W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-15 15:01:00,2026-05-15 16:13:00,"LCCUser","30분 용해",2026-05-15 15:12:00,2026-05-15 15:42:00,30,35,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050318W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-15 15:01:00,2026-05-15 16:13:00,"LCCUser","10분 용해",2026-05-15 15:01:00,2026-05-15 15:11:00,10,15,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050318W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:41:00,2026-05-15 17:05:00,"LCCUser","20분 교반",2026-05-15 16:25:00,2026-05-15 16:45:00,20,25,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050318W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:41:00,2026-05-15 17:05:00,"LCCUser","10분 교반",2026-05-15 16:14:00,2026-05-15 16:25:00,10,15,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050318W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:41:00,2026-05-15 17:05:00,"LCCUser","10분 교반",2026-05-15 15:44:00,2026-05-15 16:13:00,10,15,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050318W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:41:00,2026-05-15 17:05:00,"LCCUser","20분 진공 탈포",2026-05-15 16:45:00,2026-05-15 17:05:00,20,25,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050319W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 10:09:00,"LCCUser","30분 용해",2026-05-18 09:39:00,2026-05-18 10:09:00,30,35,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050319W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 10:09:00,"LCCUser","10분 용해",2026-05-18 08:52:00,2026-05-18 09:02:00,10,15,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050319W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-18 08:52:00,2026-05-18 10:09:00,"LCCUser","30분 용해",2026-05-18 09:02:00,2026-05-18 09:33:00,30,35,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050319W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-18 09:36:00,2026-05-18 11:04:00,"LCCUser","20분 진공 탈포",2026-05-18 10:44:00,2026-05-18 11:04:00,20,25,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050319W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-18 09:36:00,2026-05-18 11:04:00,"LCCUser","10분 교반",2026-05-18 09:39:00,2026-05-18 10:11:00,10,15,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050319W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-18 09:36:00,2026-05-18 11:04:00,"LCCUser","10분 교반",2026-05-18 10:13:00,2026-05-18 10:23:00,10,15,2026-05-19 00:00:00
"4","BKMHSB14","3M손소독제","W26050319W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-18 09:36:00,2026-05-18 11:04:00,"LCCUser","20분 교반",2026-05-18 10:23:00,2026-05-18 10:44:00,20,25,2026-05-19 00:00:00
"4","BHPG19","프로HK가글","W26050320W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-18 09:23:00,2026-05-18 10:27:00,"LCCUser","40분 용해",2026-05-18 09:23:00,2026-05-18 10:04:00,40,45,2026-05-19 00:00:00
"4","BHPG19","프로HK가글","W26050320W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-18 09:23:00,2026-05-18 10:27:00,"LCCUser","20분 용해",2026-05-18 10:06:00,2026-05-18 10:27:00,20,25,2026-05-19 00:00:00
"4","BHPG19","프로HK가글","W26050320W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-18 10:08:00,2026-05-18 10:52:00,"LCCUser","20분 교반",2026-05-18 10:29:00,2026-05-18 10:52:00,20,25,2026-05-19 00:00:00
"4","BHPG19","프로HK가글","W26050320W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-18 10:08:00,2026-05-18 10:52:00,"LCCUser","10분 교반",2026-05-18 10:08:00,2026-05-18 10:27:00,10,15,2026-05-19 00:00:00
"1","BUV12154","V 립어드밴스","W26050321W10","HM10001","H/M 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 10:31:00,2026-05-18 10:48:00,"LCCUser","15분 교반",2026-05-18 10:31:00,2026-05-18 10:46:46,15,15,2026-05-22 00:00:00
"1","BUV12154","V 립어드밴스","W26050321W10","HM10001","H/M 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 10:31:00,2026-05-18 10:48:00,"LCCUser","15분 교반",2026-05-18 10:31:00,2026-05-18 10:46:46,15,15,2026-05-20 00:00:00
"1","BUV12154","V 립어드밴스","W26050321W10","HM10001","H/M 1호","1-R004","유화 배합실","C03","M/M",2026-05-18 10:31:00,2026-05-18 10:48:00,"LCCUser","15분 교반",2026-05-18 10:31:00,2026-05-18 10:46:46,15,15,2026-05-21 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050326W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-18 09:07:00,2026-05-18 09:43:00,"LCCUser","premixing 30분 용해",2026-05-18 09:07:00,2026-05-18 09:43:00,30,35,2026-05-19 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050326W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-18 09:07:00,2026-05-18 11:05:00,"LCCUser","60분 교반",2026-05-18 10:02:00,2026-05-18 11:05:00,60,65,2026-05-19 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050326W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-18 09:07:00,2026-05-18 11:05:00,"LCCUser","30분 교반",2026-05-18 09:07:00,2026-05-18 09:43:00,30,35,2026-05-19 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050326W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-18 09:07:00,2026-05-18 11:05:00,"LCCUser","15분 교반",2026-05-18 09:44:00,2026-05-18 10:02:00,15,20,2026-05-19 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050327W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-18 12:38:00,2026-05-18 13:14:00,"LCCUser","premixing 30분 용해",2026-05-18 12:38:00,2026-05-18 13:14:00,30,35,2026-05-19 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050327W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-18 12:38:00,2026-05-18 14:33:00,"LCCUser","60분 교반",2026-05-18 13:33:00,2026-05-18 14:32:00,60,65,2026-05-19 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050327W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-18 12:38:00,2026-05-18 14:33:00,"LCCUser","30분 교반",2026-05-18 12:38:00,2026-05-18 13:14:00,30,35,2026-05-19 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050327W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-18 12:38:00,2026-05-18 14:33:00,"LCCUser","15분 교반",2026-05-18 13:14:00,2026-05-18 13:33:00,15,20,2026-05-19 00:00:00
